gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
womens,2022-03-13,0,1.0,0.538965188383,0.009879787878,0.00430984827,0.001363997734,0.000271244706,4.0410182e-05,1,1,58,South Florida,83.73,Greensboro,9,6
womens,2022-03-13,0,1.0,0.443678648334,0.042295036528,0.020205891778,0.002631446324,0.000347574824,3.7726671e-05,1,1,254,Utah,83.14,Spokane,7,120
womens,2022-03-13,0,1.0,0.474554713972,0.063749815956,0.016622202519,0.000746835455,0.000160651836,2.5969372e-05,1,1,156,Creighton,82.22,Greensboro,10,26
womens,2022-03-13,0,1.0,0.461034811617,0.007247626259,0.002973805815,0.000875344297,0.000161785252,2.2405109e-05,1,1,2390,Miami (FL),83.1,Greensboro,8,4
womens,2022-03-13,1,0.525292375465,0.170517871496,0.065728306602,0.01346183773,0.001360629955,0.000189708567,2.1824062e-05,0,1,2623,Missouri State,81.85,Spokane,11a,114
womens,2022-03-13,0,1.0,0.605034151435,0.019741095187,0.007958409572,0.000986728727,0.000166745786,1.9168434e-05,1,1,2306,Kansas State,82.21,Bridgeport,9,70
womens,2022-03-13,0,1.0,0.403965716784,0.009593428798,0.002954654883,0.000819332336,0.000117200208,1.3797498e-05,1,1,2305,Kansas,81.99,Spokane,8,100
womens,2022-03-13,0,1.0,0.219128737029,0.039934202643,0.002730092415,0.000763338672,0.000103229588,1.1526266e-05,1,1,526,Florida Gulf Coast,83.18,Spokane,12,106
womens,2022-03-13,1,0.474707624535,0.145141456465,0.053376539065,0.00962526162,0.000850408783,0.000100561692,9.897472e-06,0,1,52,Florida State,81.38,Spokane,11b,115
womens,2022-03-13,0,1.0,0.230987912082,0.057757676231,0.0015970583,0.000401459621,7.1685642e-05,9.609706e-06,1,1,2617,Stephen F. Austin,81.68,Greensboro,12,10
womens,2022-03-13,1,0.490719630089,0.182872394557,0.025333414028,0.006431501442,0.000325948652,6.0724695e-05,8.526312e-06,0,1,2168,Dayton,80.9,Greensboro,11a,18
womens,2022-03-13,0,1.0,0.30208595793,0.065611455105,0.007058563753,0.001102098057,7.1192723e-05,8.45019e-06,1,1,2057,Belmont,80.24,Wichita,12,42
womens,2022-03-13,1,0.509280369911,0.19363828459,0.02747743267,0.006243222811,0.000276476963,5.3323487e-05,7.758664e-06,0,1,305,DePaul,80.54,Greensboro,11b,19
womens,2022-03-13,0,1.0,0.129907570073,0.044971494366,0.004530422623,0.000669225936,4.551736e-05,5.675514e-06,1,1,2084,Buffalo,80.26,Wichita,13,46
womens,2022-03-13,0,1.0,0.288047741901,0.013240423091,0.003380231968,0.000337920424,4.606265e-05,4.276955e-06,1,1,57,Florida,81.3,Bridgeport,10,90
womens,2022-03-13,0,1.0,0.215276732685,0.045864730341,0.003337897763,0.000471475,5.3525409e-05,4.132053e-06,1,1,113,Massachusetts,79.68,Bridgeport,12,74
womens,2022-03-13,0,1.0,0.394965848565,0.008748219737,0.002889829331,0.000276875386,3.5767775e-05,3.146565e-06,1,1,265,Washington State,80.75,Bridgeport,8,68
womens,2022-03-13,0,1.0,0.160497182659,0.05160580397,0.00267216454,0.000278436265,3.5152615e-05,3.023736e-06,1,1,85,IUPUI,79.29,Bridgeport,13,78
womens,2022-03-13,0,1.0,0.220404638882,0.027244793993,0.002267185187,0.000280253142,1.5084734e-05,1.523734e-06,1,1,222,Villanova,78.77,Wichita,11,50
womens,2022-03-13,0,1.0,0.132681135016,0.02632106688,0.00234781026,0.000100030216,5.946667e-06,3.05712e-07,1,1,2296,Jackson State,75.49,Spokane,14,118
womens,2022-03-13,0,1.0,0.111347852029,0.02427304105,0.000266731397,3.3744039e-05,3.385773e-06,2.56237e-07,1,1,2439,Nevada-Las Vegas,76.63,Greensboro,13,14
womens,2022-03-13,0,1.0,0.065692601075,0.01235590845,0.000324169623,4.4580969e-05,2.874647e-06,1.60061e-07,1,1,48,Delaware,75.82,Spokane,13,110
womens,2022-03-13,0,1.0,0.055516540026,0.009513091177,0.00049323643,3.0660376e-05,2.536291e-06,1.44132e-07,1,1,2429,Charlotte,75.97,Bridgeport,14,86
womens,2022-03-13,0,1.0,0.027643215802,0.00647596154,0.000691048476,1.1447559e-05,9.422e-07,5.8801e-08,1,1,2287,Illinois State,72.98,Greensboro,15,30
womens,2022-03-13,0,1.0,0.028831324975,0.005663896402,0.000501505194,7.715429e-06,5.69333e-07,3.1922e-08,1,1,250,Texas-Arlington,73.22,Greensboro,14,22
womens,2022-03-13,0,1.0,0.009825046928,0.001905015329,0.000224896643,1.0294253e-05,6.6961e-07,3.0132e-08,1,1,2382,Mercer,73.82,Bridgeport,15,94
womens,2022-03-13,0,1.0,0.013411302636,0.002416046342,0.000367738676,1.1215582e-05,5.02383e-07,1.9924e-08,1,1,2217,Fairfield,72.89,Spokane,15,126
womens,2022-03-13,0,1.0,0.002452373333,0.000410886694,4.2957958e-05,4.313817e-06,1.32148e-07,3.68e-09,1,1,147,Montana State,69.64,Spokane,16,98
womens,2022-03-13,1,0.713337040163,0.002832545217,0.000664821397,8.4995356e-05,2.693529e-06,8.9155e-08,2.087e-09,0,1,2344,Longwood,68.38,Bridgeport,16a,66
womens,2022-03-13,0,1.0,0.019647208503,0.002020170777,4.3184867e-05,1.619728e-06,2.5849e-08,8.68e-10,1,1,44,American,68.58,Wichita,14,54
womens,2022-03-13,0,1.0,0.003707241978,0.000294815681,1.9600641e-05,6.12606e-07,8.721e-09,2.65e-10,1,1,399,Albany (NY),67.47,Wichita,16,34
womens,2022-03-13,0,1.0,0.003775249664,0.000273240686,1.6215486e-05,5.75777e-07,8.172e-09,2.47e-10,1,1,62,Hawaii,70.24,Wichita,15,62
womens,2022-03-13,1,0.77070584711,0.000355369193,3.011306e-05,2.310629e-06,1.11733e-07,3.056e-09,6.6e-11,0,1,47,Howard,64.44,Greensboro,16a,2
womens,2022-03-13,1,0.286662959837,0.000403974985,5.1080853e-05,4.12701e-06,8.0239e-08,1.579e-09,2.3e-11,0,1,116,Mount St. Mary's,63.15,Bridgeport,16b,67
womens,2022-03-13,1,0.22929415289,2.4424233e-05,7.38657e-07,1.9943e-08,3.4e-10,5e-12,0.0,0,1,2916,Incarnate Word,57.67,Greensboro,16b,3
